Location,Date,Temperature,Humidity,Wind_Speed,CO2_Ambient_Level
Sfax,7/6/2024,27.4,82,13.3,438.28
Sfax,3/19/2024,41.4,38,2.5,481.25
Sousse,3/15/2024,17.5,24,10.3,491610
Sfax,5/31/2024,24.8,70,15.5,357.72
Gabès,4/28/2024,20.3,47,16.1,429.76
Tunis,10/26/2024,495.3,,6.7,421.39
Sfax,3/22/2024,vignt,23,19.9,480.38
Gabès,9/1/2024,24.7,39,14.3,359.79
Gabès,8/20/2024,13.1,90,10.2,366.12
Gabès,12/3/2024,36.3,20,15.8,490.93
Nabeul,10/24/2024,36.1,68,17.7,447.54
Gabès,5/26/2024,vignt,59,16.8,425970
Sousse,2/20/2024,24.8,62,3.2,471.02
Nabeul,12/9/2024,44.7,52,19.5,365.05
Tunis,11/9/2024,vignt,30,12.1,430520
Gabès,10/8/2024,vignt,33,3.4,421.38
Gabès,6/4/2024,24.1,63,18.4,480.51
Sfax,1/18/2024,16.4,90,14.5,429.42
Tunis,2/16/2024,26.2,33,3,428.67
Nabeul,3/28/2024,44.5,50,16.9,380.7
Gabès,3/1/2024,44.8,,7.9,393.07
Sfax,11/11/2024,14.9,78,10.8,391780
Gabès,10/15/2024,24.9,43,17,472.51
Sfax,1/12/2025,42.9,27,15.1,471.78
Tunis,9/9/2024,32.8,51,10.4,371.35
Nabeul,12/16/2024,41.4,100,7.8,496.44
Sousse,5/9/2024,14.6,45,5.7,437.29
Tunis,7/1/2024,25.5,40,7.2,356.71
Gabès,9/19/2024,40.6,67,3.8,440.07
Sfax,6/6/2024,30.8,83,4.5,420.61
Gabès,7/11/2024,vignt,,3.2,422330
Sfax,11/5/2024,19.3,85,5,420.76
Sfax,5/5/2024,vignt,,7.3,406.2
Gabès,9/24/2024,34.3,94,5.1,397.93
Sousse,10/1/2024,24.6,,8,471.73
Tunis,12/26/2024,44.3,57,4.8,457.74
Sousse,7/13/2024,12.7,83,10.3,365.34
Sousse,4/27/2024,10.3,93,0.6,466.71
Nabeul,5/2/2024,44.6,55,9,478.15
Sfax,2/25/2024,23.7,64,6.9,459.62
Sousse,9/6/2024,39.7,96,15.7,392.57
Sousse,6/17/2024,29.1,91,18.4,498.67
Gabès,12/17/2024,12.6,92,13.6,450.1
Nabeul,4/22/2024,39.5,34,0.7,460.35
Sousse,3/25/2024,11.5,33,5.6,378140
Nabeul,9/20/2024,13.6,92,15,408.47
Sousse,6/17/2024,vignt,80,1,469.74
Sfax,11/18/2024,42.8,51,19.8,453.46
Tunis,9/21/2024,16.1,,5.5,411.75
Nabeul,7/16/2024,22.2,33,17.3,470.28
Sousse,7/29/2024,vignt,,11.3,425.2
Nabeul,5/21/2024,37.5,,6.9,450.16
Nabeul,8/11/2024,550.4,82,17.6,391370
Sousse,5/29/2024,vignt,84,14.7,437.39
Tunis,12/21/2024,13.7,35,4.6,454450
Nabeul,4/10/2024,37.9,33,19.7,368.71
Tunis,7/12/2024,vignt,88,6.9,490.41
Nabeul,1/25/2024,16.5,92,5.3,379.7
Sousse,3/29/2024,22.7,42,8.1,424.64
Sousse,11/24/2024,10.6,99,6,491.53
Sousse,7/7/2024,25,49,9.9,406.64
Tunis,2/1/2024,20.7,72,3.9,489.61
Nabeul,5/6/2024,10.2,25,19.2,372.12
Sousse,10/28/2024,36.3,76,9.9,411.61
Tunis,11/14/2024,40.7,66,15.9,461020
Sousse,6/27/2024,40,55,6.3,355.22
Sousse,12/2/2024,16.6,70,12.6,376.57
Sousse,9/12/2024,21.8,31,12.4,378.87
Gabès,8/20/2024,vignt,22,1.6,470.6
Tunis,6/28/2024,12.1,81,9.2,394.63
Sfax,6/28/2024,36.8,39,15.1,428.79
Sousse,8/9/2024,28.5,45,19.5,361.73
Nabeul,4/1/2024,41.5,,13.8,446.65
Sfax,7/12/2024,34.9,74,5.6,434.07
Nabeul,6/1/2024,42.8,94,6.9,426.65
Nabeul,4/10/2024,32.7,65,16.2,460.4
Gabès,6/28/2024,14,34,17.3,362.38
Sousse,9/4/2024,20.4,21,5.4,478.63
Sfax,7/2/2024,36.3,65,5.6,381.6
Tunis,9/10/2024,37.9,59,7.9,473.17
Tunis,4/25/2024,42.1,86,15.9,410.57
Sfax,10/19/2024,11.6,63,2.2,452.19
Gabès,2/24/2024,44.9,,16.2,436200
Sousse,2/14/2024,30.5,50,16.3,441.74
Gabès,8/16/2024,38.8,57,10.8,414.5
Sfax,9/1/2024,18.7,73,6.3,482.75
Gabès,7/9/2024,vignt,91,15,489.87
Gabès,3/27/2024,43.5,99,4.8,393.29
Nabeul,10/20/2024,24.2,36,15.4,444.92
Tunis,8/18/2024,40.5,79,13.9,409.16
Sfax,9/13/2024,29.7,53,10.1,375.99
Sfax,2/6/2024,30.1,54,10.1,395.86
Sfax,9/10/2024,10.7,94,9.2,489.4
Nabeul,7/5/2024,10.3,56,9.1,420.09
Sfax,5/31/2024,40.1,75,8,375.85
Nabeul,10/20/2024,28.7,43,8.1,494.64
Sfax,12/24/2024,29.9,,10.8,471.57
Nabeul,11/8/2024,42.1,84,8.2,365.16
Gabès,6/27/2024,145.6,47,0.7,413.13
Sousse,12/29/2024,31.1,92,20,440.65
Sfax,1/30/2024,15.8,21,15,364.41
Nabeul,6/15/2024,26.8,79,8.9,443.45
Sousse,9/30/2024,34.1,83,2.3,416.48
Tunis,2/16/2024,22.6,93,15,363.99
Sfax,12/18/2024,10.7,,6.2,358.41
Tunis,8/22/2024,11.5,42,3.6,381.46
Sfax,1/9/2025,33.6,94,12.6,417.78
Sousse,2/24/2024,18.7,83,8.9,370.13
Sousse,8/2/2024,vignt,60,8.3,379.46
Tunis,3/18/2024,45,29,5.4,389.91
Sfax,12/8/2024,37.2,,10.6,491.42
Tunis,5/12/2024,10.1,82,16.3,358.05
Tunis,10/26/2024,15.9,76,2.5,477.35
Sousse,9/4/2024,12.5,65,11.2,433050
Sousse,5/11/2024,vignt,33,1.7,421860
Sfax,3/22/2024,33.2,68,9,480.02
Sousse,4/9/2024,vignt,78,13.9,387.62
Tunis,5/3/2024,39.7,28,12.6,454.72
Sfax,12/4/2024,1929.2,72,2.5,410900
Tunis,12/14/2024,14,48,14.1,433.64
Nabeul,5/14/2024,18.2,76,15,442.92
Sfax,9/13/2024,19.4,92,0.9,378.17
Gabès,5/30/2024,27.7,60,10.4,357.96
Nabeul,4/16/2024,vignt,91,8.5,358.2
Gabès,12/13/2024,489.6,,18.1,378.75
Gabès,2/1/2024,36.6,60,13.5,467.27
Sfax,3/20/2024,13.7,70,15.3,460.73
Sfax,5/24/2024,23.1,98,8.4,424.67
Sfax,3/2/2024,35.7,91,14.9,365.5
Sousse,5/31/2024,908.6,36,12,370.07
Tunis,7/7/2024,22.1,20,6.6,369.57
Sousse,8/28/2024,27.8,42,12.1,381.48
Nabeul,9/15/2024,10.4,72,1.5,374.63
Sfax,8/28/2024,30,64,13.1,493.51
Sfax,2/1/2024,26.9,34,19.6,376.75
Nabeul,4/11/2024,14.4,50,3.7,443.4
Nabeul,10/25/2024,19.5,43,9.2,408.15
Sousse,11/6/2024,1842.8,75,6.1,456.81
Gabès,12/24/2024,vignt,49,2.7,449.31
Gabès,11/21/2024,19.9,56,9.9,351.45
Gabès,5/31/2024,17.1,84,3.1,396.97
Tunis,4/13/2024,16.6,41,15.7,392.44
Sfax,8/11/2024,41.5,26,17.3,453.93
Tunis,10/14/2024,20.7,35,17.9,480.68
Tunis,10/19/2024,40.8,98,4.5,385.68
Sfax,7/1/2024,29.6,,13.5,352070
Gabès,6/16/2024,vignt,85,4.1,379.86
Sfax,8/29/2024,36.6,46,2.9,398.82
Sfax,5/9/2024,29,24,2.8,482.11
Gabès,10/21/2024,16.5,37,3.4,465.31
Gabès,7/5/2024,42.6,80,13.8,412.34
Nabeul,3/1/2024,19,54,13.9,358.13
Sousse,6/18/2024,34.6,90,8.9,430.59
Sousse,7/22/2024,10.2,52,11.1,407.52
Sfax,12/9/2024,31.7,81,15.5,411.64
Sfax,7/23/2024,33.3,68,3.6,399.45
Sfax,4/13/2024,38.6,68,15,356.83
Sfax,6/2/2024,25.7,47,1.7,406.97
Sousse,12/26/2024,42.8,96,12.8,430.38
Tunis,9/4/2024,35.7,26,8.6,368.95
Sfax,1/22/2024,38.9,33,12.8,363.4
Sousse,5/28/2024,40.6,54,13.1,399.4
Nabeul,11/30/2024,40.2,47,19.7,358.07
Gabès,7/7/2024,26.6,56,19.5,380.22
Sousse,8/24/2024,43.5,65,18.4,429.96
Sousse,10/29/2024,19.5,72,4,389.45
Sfax,2/10/2024,38.5,95,19.9,398.51
Sousse,12/11/2024,25.4,59,3.4,373.64
Tunis,7/14/2024,36.8,64,4.5,432.39
Nabeul,5/4/2024,36.4,72,19.5,360.92
Sousse,10/12/2024,1965.6,47,18.4,418.92
Sfax,12/23/2024,36.5,59,15,359.08
Sfax,2/16/2024,vignt,,3.1,453.32
Sousse,2/15/2024,19.3,91,2.4,480.35
Gabès,8/10/2024,26.5,83,4,494.05
Sousse,5/8/2024,27.1,40,10.8,468.09
Gabès,1/29/2024,vignt,34,18.5,355.44
Gabès,1/1/2025,41.8,28,10,442.22
Nabeul,2/14/2024,vignt,94,1.8,470.94
Gabès,12/26/2024,16.4,74,3.3,352.78
Nabeul,12/20/2024,21.4,33,3.3,499.75
Gabès,9/24/2024,20.5,93,11,378.54
Sousse,4/23/2024,32.3,48,4.5,393.32
Nabeul,7/5/2024,18.8,32,5.8,458.55
Sfax,9/14/2024,11.5,,7.3,474.21
Sousse,11/30/2024,1175,89,10.8,462680
Tunis,11/8/2024,43.7,87,12,401.41
Gabès,6/16/2024,28.7,84,14.1,453.4
Nabeul,11/22/2024,21.9,68,9.4,374.15
Sousse,3/27/2024,2111.4,97,18.7,412.76
Nabeul,8/4/2024,30,92,16.3,371.03
Sfax,2/24/2024,vignt,,2.8,361.11
Sousse,6/24/2024,19.3,33,6,453.97
Gabès,4/28/2024,38.8,45,9.8,373.68
Tunis,8/24/2024,18.1,88,3.2,394.13
Sfax,11/8/2024,35.6,54,13.9,362.5
Nabeul,9/9/2024,33.8,55,16.9,396.3
Tunis,3/5/2024,16.4,62,2,434.82
Sfax,9/6/2024,21.7,56,1.7,440.59
Nabeul,10/27/2024,31.7,74,6.2,353.59
Gabès,8/19/2024,36.4,71,6.8,351.3
Nabeul,2/22/2024,20.1,88,5.8,409.3
Sfax,4/21/2024,31.4,22,6.4,469.75
Tunis,12/31/2024,16,93,13.3,460.41
Sfax,10/1/2024,33,96,18.5,365.61
Tunis,9/9/2024,13.2,76,10.2,399.14
Nabeul,11/21/2024,10.4,95,6.4,463.39
Sfax,4/15/2024,10.8,25,12.7,376.68
Sfax,9/27/2024,35.5,62,0.5,401.29
Sousse,5/7/2024,22.3,90,11.1,367.49
Nabeul,10/4/2024,23.2,51,16.6,444.22
Tunis,1/18/2024,14.9,43,7.9,469.63
Nabeul,3/11/2024,33.3,51,4.9,362.65
Gabès,7/23/2024,3268,,1.2,414.36
Tunis,1/21/2024,33.8,59,19.1,445.11
Gabès,4/9/2024,21.3,73,2.8,377060
Sousse,1/19/2024,21.5,55,8.8,374.74
Tunis,4/15/2024,2428.8,42,4.4,366.44
Nabeul,12/21/2024,43.3,45,12.1,472.69
Gabès,8/3/2024,23.8,82,6.1,370.61
Nabeul,2/15/2024,41.6,82,15.3,474.65
Nabeul,5/10/2024,19.6,45,2.3,472.42
Sousse,2/25/2024,31.4,,5.6,483700
Tunis,11/18/2024,17.8,22,3.8,492.2
Nabeul,5/11/2024,292.5,,4,398.69
Sfax,2/16/2024,14.6,89,10.1,461.14
Nabeul,9/3/2024,14.4,72,13.6,357.39
Sousse,6/11/2024,17.6,50,10.8,412.4
Gabès,9/7/2024,14.4,56,13.2,474770
Tunis,10/4/2024,16.5,32,8.1,490.65
Nabeul,9/7/2024,23.5,100,4,387.86
Sfax,10/6/2024,1100,,16.2,402090
Nabeul,8/16/2024,40.1,81,12.4,444.42
Gabès,1/4/2025,2949.8,,7,360.22
Sousse,5/8/2024,36.5,41,9.9,492.32
Gabès,9/7/2024,vignt,,12.3,396.76
Sfax,6/6/2024,33.9,28,18.1,437
Tunis,10/26/2024,1869,61,7.7,366830
Tunis,6/10/2024,26.7,55,13.6,399.52
Sousse,12/12/2024,27.5,71,11.7,484.5
Gabès,9/16/2024,1539,92,6,462.56
Gabès,9/27/2024,239.4,,17.2,379.89
Sousse,9/27/2024,19.7,65,10.6,381.11
Gabès,2/16/2024,19.9,39,16.3,379.21
Sousse,1/10/2025,27.1,84,10.8,438.95
Nabeul,7/4/2024,28,61,8.8,405.35
Tunis,1/18/2024,2218.5,,13.7,366.35
Tunis,12/12/2024,14.4,25,2.7,365.01
Gabès,1/8/2025,3819.2,55,8.8,402800
Nabeul,6/21/2024,20.2,77,2.9,358.61
Tunis,11/24/2024,770.4,52,1.8,477.91
Sfax,3/23/2024,17.3,72,8.5,468.35
Sousse,2/12/2024,vignt,69,6,466.8
Gabès,10/28/2024,24.1,79,3.6,358.9
Tunis,9/10/2024,13,48,16.3,404.18
Gabès,5/27/2024,40,71,1.7,411.34
Gabès,6/10/2024,32.8,42,5.3,414.08
Sfax,3/20/2024,39.9,51,18.2,358.49
Sousse,7/11/2024,40.7,82,11.7,354.54
Gabès,2/13/2024,38.1,,2,396.92
Nabeul,4/21/2024,31.4,49,12.9,491.04
Tunis,2/18/2024,15.5,63,2.9,424.81
Sousse,4/19/2024,3723.8,96,7.9,367.8
Sousse,9/15/2024,42.7,100,1.8,393.58
Gabès,7/22/2024,14.3,31,9.4,376.56
Nabeul,6/26/2024,33.8,44,13.6,456.35
Gabès,5/4/2024,22.9,35,1.8,447.81
Sfax,9/18/2024,34.6,44,6.4,371.91
Sfax,5/31/2024,42.5,85,14.5,397.54
Nabeul,9/27/2024,38.1,86,5.9,422.64
Tunis,4/10/2024,26.6,38,6,354.97
Gabès,11/24/2024,20.2,53,15,409.58
Nabeul,11/1/2024,572.8,79,9.5,361.32
Sousse,3/21/2024,19.1,54,5.6,480.89
Gabès,8/14/2024,13.4,73,5.4,474.46
Tunis,8/12/2024,27.7,44,5,460.53
Sfax,3/28/2024,32.2,20,19.9,379.55
Sousse,8/22/2024,14.2,68,4.2,476.22
Gabès,1/17/2025,vignt,,10.7,418.89
Sfax,9/1/2024,14.6,47,7.4,402.63
Nabeul,3/21/2024,24.2,47,17,472.51
Nabeul,12/9/2024,28.5,36,13.7,489.93
Sfax,9/12/2024,1740.2,,10.1,447.74
Tunis,1/29/2024,16.5,48,6.6,372.33
Sfax,9/18/2024,21.8,58,1.4,494.53
Sousse,8/18/2024,33.6,39,4.3,372.41
Sousse,10/2/2024,38.2,47,17.6,370.2
Tunis,5/2/2024,23.4,73,19.2,379.79
Gabès,4/10/2024,11,85,1.8,387.07
Nabeul,1/8/2025,24.9,25,16,422.41
Sousse,3/8/2024,16.7,88,10.2,359.66
Nabeul,6/13/2024,41.2,51,10,364.81
Gabès,7/29/2024,31.6,26,9.8,395.52
Tunis,1/15/2025,29.3,29,2.2,456.29
Gabès,4/28/2024,23.7,72,19.1,389.6
Sfax,3/1/2024,13.5,59,8.7,443.47
Sfax,6/3/2024,42.3,89,0.6,441
Sfax,12/2/2024,33.1,21,5.7,360.33
Tunis,10/7/2024,32.4,69,13,350.98
Sousse,12/26/2024,26.1,39,15.1,382.73
Nabeul,8/10/2024,34.6,91,12.1,465.82
Sfax,12/15/2024,27.3,92,6.9,382390
Sousse,4/25/2024,16.9,27,16.5,398.07
Sfax,10/31/2024,29,36,12.6,485.69
Sousse,5/25/2024,24.3,56,19.3,479.42
Nabeul,3/19/2024,26.3,98,10.1,474.4
Sfax,2/1/2024,11.9,25,19.6,374360
Nabeul,4/8/2024,32.4,46,9.9,420.77
Tunis,11/26/2024,41.6,31,7.2,401.68
Sfax,9/7/2024,36.1,21,0.5,499.76
Sousse,7/9/2024,40.2,,15.7,461.82
Sfax,8/5/2024,26,91,1.9,480490
Nabeul,5/28/2024,21.1,78,7.2,387.82
Tunis,1/9/2025,14.8,27,18.9,356.64
Nabeul,9/25/2024,36.8,,2.5,446440
Nabeul,12/23/2024,26.8,33,15.3,415.65
Sousse,2/6/2024,21.1,94,18.4,471.61
Nabeul,10/8/2024,vignt,28,19.6,481.31
Nabeul,11/17/2024,12.6,75,3.6,462.41
Sousse,11/14/2024,39.6,65,9.1,498.28
Nabeul,6/13/2024,26.4,38,11.6,434.35
Nabeul,7/10/2024,27.8,54,9.1,396.25
Tunis,10/27/2024,27.6,32,13.4,413.66
Sousse,12/6/2024,vignt,59,0.9,352.34
Sfax,3/4/2024,15.3,37,11.9,368.18
Nabeul,7/11/2024,33.5,,17.4,377.12
Tunis,2/23/2024,10.3,22,9.8,373.1
Gabès,8/15/2024,1439.9,53,10,496.46
Gabès,8/29/2024,25.8,44,4.3,378.75
Tunis,12/17/2024,16.7,57,6.6,400.41
Nabeul,3/10/2024,22.8,31,9.1,367.29
Nabeul,12/26/2024,26.9,73,10.7,408.39
Gabès,1/5/2025,21.3,71,18,353.99
Tunis,1/11/2025,43.7,75,10.6,485.54
Sfax,3/26/2024,41.6,,13.5,366020
Sfax,5/2/2024,16.3,74,7.4,499.75
Nabeul,1/8/2025,23.1,59,8.1,438.66
Sousse,10/26/2024,36.7,41,0.9,365.82
Nabeul,12/1/2024,1621.8,57,3.2,371980
Tunis,4/26/2024,14.1,82,10.2,455.76
Nabeul,1/27/2024,22.5,45,7.1,477.38
Sfax,3/28/2024,1479.8,100,14,479.28
Sfax,4/4/2024,26.7,44,3.3,423.57
Gabès,2/24/2024,18.4,,2.6,376230
Nabeul,10/20/2024,32.3,62,12,476.89
Tunis,3/9/2024,37.6,59,13,411.89
Tunis,11/28/2024,15.2,55,10.9,431.34
Sfax,2/22/2024,19.3,68,17.1,373.36
Nabeul,6/18/2024,13.3,22,13.1,370.85
Gabès,9/21/2024,17,36,3.2,494.23
Tunis,8/13/2024,42.8,47,8.1,492.6
Sousse,8/31/2024,11.4,20,1.5,355.98
Nabeul,11/9/2024,25.2,86,7.1,400.01
Gabès,2/23/2024,36.8,52,7.8,474.15
Gabès,10/2/2024,30,68,11.1,439.89
Nabeul,1/20/2024,16.3,46,19.5,464.85
Sousse,9/19/2024,26.5,,13.4,396120
Sfax,10/17/2024,12.4,59,6.5,445.35
Sousse,7/3/2024,31.7,92,1.1,388.13
Tunis,9/25/2024,24.3,25,6,379.81
Sfax,1/23/2024,23,27,8.3,487.78
Tunis,6/6/2024,361.1,70,10.1,398.69
Sousse,8/25/2024,40.5,39,13.1,494.08
Sousse,10/5/2024,11.7,38,6.3,422.48
Sfax,1/20/2024,26.3,34,3.4,434.01
Tunis,1/23/2024,11.3,68,18.5,380.79
Nabeul,5/13/2024,41.3,65,14.9,423.34
Sfax,11/21/2024,44.1,47,12.8,399.87
Nabeul,2/1/2024,vignt,24,14.5,494.51
Sousse,11/25/2024,35.7,35,0.8,372.96
Nabeul,12/11/2024,22.1,36,11.9,360.95
Tunis,11/10/2024,27.1,72,8.8,458.78
Sousse,12/23/2024,13.3,93,18,353.4
Sfax,4/3/2024,11.7,76,19.4,435.79
Sousse,10/17/2024,18.3,73,5,448.63
Tunis,11/18/2024,24.6,49,5.4,364.95
Sousse,5/28/2024,15.3,87,17.7,399.59
Gabès,2/24/2024,33.8,26,14.7,439.68
Gabès,4/5/2024,43.6,,10,393.73
Gabès,5/12/2024,30.2,56,14.7,392.98
Sousse,8/16/2024,22.5,42,17.8,451.77
Gabès,2/15/2024,15.3,86,8.9,457.61
Gabès,7/28/2024,18.2,53,11.1,354.77
Nabeul,6/26/2024,11.7,28,2.9,385.15
Gabès,11/28/2024,36.8,24,12.2,460.98
Gabès,10/31/2024,24.5,59,4.9,384.58
Gabès,4/22/2024,34.1,54,13.4,451.62
Gabès,12/7/2024,23.2,23,1.9,444.9
Nabeul,7/27/2024,43.3,39,9,447.17
Nabeul,12/26/2024,36.1,58,17.1,362.86
Sfax,7/11/2024,21.9,30,7.1,358.61
Gabès,5/17/2024,42.1,66,15.5,414.2
Gabès,6/12/2024,43.4,24,17.9,399.79
Tunis,10/16/2024,38.3,40,17.5,452.46
Sousse,10/26/2024,14.6,94,4.4,469.33
Tunis,10/24/2024,11.1,56,5.5,397.2
Sousse,8/25/2024,18.1,95,18.6,356.1
Nabeul,9/12/2024,12.6,69,18.9,412.88
Tunis,12/26/2024,vignt,,7.7,392700
Sousse,4/27/2024,12.1,43,15.2,426.67
Tunis,9/8/2024,34,46,1.2,476.29
Nabeul,4/1/2024,14.2,63,7.9,489.96
Tunis,7/19/2024,33.7,38,4,412.66
Gabès,4/2/2024,15,49,9.8,455.04
Nabeul,9/24/2024,38.8,75,1.7,390.35
Gabès,8/1/2024,vignt,,0.6,378.1
Sfax,1/15/2025,36.6,56,16.4,445.67
Tunis,8/19/2024,41,44,1.3,369.75
Tunis,6/8/2024,26.2,39,3.2,363.34
Sfax,5/17/2024,31.1,47,17.3,466.86
Nabeul,1/22/2024,18.2,51,2.5,358.21
Gabès,12/25/2024,29.6,73,12.4,415.24
Sfax,3/17/2024,15.6,38,0.6,499.91
Sfax,6/16/2024,13.3,25,9.5,372.92
Tunis,7/8/2024,28,61,19.7,363.45
Tunis,4/10/2024,41.4,50,1.7,369.11
Gabès,5/29/2024,11.9,23,18,485.55
Sousse,5/5/2024,vignt,,3.9,460.45
Tunis,11/19/2024,34.6,42,4.1,455.21
Gabès,7/24/2024,31.7,99,4.4,383.73
Sfax,9/18/2024,42.5,93,2.6,463.68
Tunis,9/13/2024,15.1,,9.7,399150
Tunis,7/12/2024,36,100,6.8,374.88
Nabeul,1/8/2025,44.1,,15,412.27
Nabeul,4/5/2024,37.6,91,6.3,446.44
Tunis,8/29/2024,22.3,59,11.9,355.71
Sousse,2/12/2024,12.7,88,12.8,453.57
Sfax,11/29/2024,22.2,35,16.1,407.3
Sfax,7/31/2024,42.3,67,11.3,361.16
Tunis,12/22/2024,37.9,83,8.9,356.16
Sousse,4/23/2024,1140,89,3.3,455.45
Sousse,10/29/2024,42.3,86,14,400.94
Gabès,1/18/2024,39,81,15.3,480.65
Sfax,1/21/2024,vignt,,17.3,387.59
Sousse,12/3/2024,40.2,37,6.4,479.64
Sfax,8/25/2024,24.3,,9.1,372350
Tunis,6/4/2024,43.5,60,3.1,442.79
Tunis,5/16/2024,32.3,58,18,368450
Gabès,10/2/2024,22.7,93,19.8,420.78
Gabès,8/2/2024,39,54,17.5,411.8
Nabeul,7/5/2024,25.4,57,3.4,436.41
Nabeul,4/5/2024,vignt,,19.9,402.94
Sfax,2/3/2024,11.7,72,7.7,365.5
Gabès,6/26/2024,13.7,62,6.1,494.94
Sousse,8/24/2024,20.8,66,0.6,367770
Sfax,9/19/2024,1463,78,15,479640
Tunis,5/3/2024,vignt,,15.8,372930
Tunis,3/23/2024,33.3,29,5,420.03
Sfax,8/15/2024,20.9,98,11.4,380.73
Sousse,11/15/2024,40,91,5.8,390.97
Gabès,3/26/2024,13.6,65,16.9,378.54
Gabès,11/20/2024,36.6,39,3.7,458.42
Sfax,9/10/2024,600.6,,7,491.55
Gabès,9/24/2024,35,52,14.4,353.88
Nabeul,3/30/2024,39.5,33,15.1,423.46
Nabeul,2/6/2024,37.4,80,1.9,466.92
Tunis,7/1/2024,vignt,31,7,403.3
Gabès,11/6/2024,24.4,41,12.7,373.74
Sousse,9/3/2024,42.6,75,7.3,386.96
Sfax,11/1/2024,18.1,76,9.7,431.62
Tunis,3/2/2024,25.3,35,3.9,443.56
Tunis,12/20/2024,vignt,29,7.7,428770
Nabeul,2/25/2024,570,,17.6,488290
Sfax,11/16/2024,22.7,20,17.5,414.25
Sfax,5/18/2024,vignt,50,19.6,471.98
Sousse,1/9/2025,23,58,6.7,464.28
Tunis,11/28/2024,27.6,74,10.4,405.29
Nabeul,5/12/2024,21.3,53,1.7,411.78
Sfax,5/1/2024,16.9,85,4.2,496.19
Sfax,8/10/2024,22.7,21,16.6,440.78
Gabès,2/1/2024,15.3,31,4.4,403.1
Gabès,9/6/2024,vignt,84,11.9,394.9
Sfax,7/17/2024,21.4,45,14.3,400.64
Sfax,3/19/2024,24.3,36,13.1,440.71
Sfax,9/9/2024,12.9,21,19.4,475.23
Sfax,11/5/2024,33.2,43,17.9,486.62
Sfax,10/16/2024,43.9,50,11.6,488.9
Sfax,5/18/2024,26.9,42,12,357.69
Sfax,8/25/2024,29.3,62,0.9,423.16
Sousse,5/2/2024,10.1,60,1.3,478.81
Tunis,8/13/2024,23.8,38,13.3,462.44
Tunis,9/9/2024,36.8,86,2.2,383.26
Sousse,8/19/2024,31.8,60,12.1,351.05
Tunis,3/31/2024,480.9,,19.1,483.37
Gabès,9/1/2024,43.1,77,2.8,429.18
Sfax,9/1/2024,vignt,62,7.1,486.43
Sfax,12/2/2024,20,85,3.5,370.42
Tunis,6/25/2024,vignt,,18.9,483.24
Nabeul,9/22/2024,11.8,62,14.2,470.32
Gabès,8/19/2024,vignt,,8.2,359.26
Tunis,3/2/2024,448.5,40,11.5,491.24
Gabès,12/27/2024,vignt,,15.9,498990
Tunis,10/6/2024,31,71,19.4,491.43
Sfax,11/30/2024,16.4,68,9.1,445600
Gabès,10/31/2024,44,50,14.8,395.27
Tunis,12/4/2024,14.1,29,16.2,375.39
Nabeul,8/1/2024,19.4,64,17,493.69
Sousse,5/31/2024,40.7,100,17.4,351.05
Gabès,1/21/2024,33.5,55,5.3,418.97
Tunis,7/2/2024,17.8,97,0.6,409.9
Nabeul,8/14/2024,43.1,78,13.3,430.38
Nabeul,6/12/2024,22.8,84,3.8,429.92
Sfax,4/19/2024,34.6,43,16.7,439.33
Gabès,2/21/2024,19.3,82,13.3,441.29
Nabeul,6/30/2024,1674,55,14.4,488.08
Sfax,12/12/2024,44.6,93,11.7,436.16
Sousse,4/30/2024,36.2,80,11.4,485.58
Tunis,8/20/2024,11.6,80,11.9,466.13
Tunis,7/2/2024,10.7,71,6,446.27
Sfax,12/26/2024,15.2,,11.7,479.88
Gabès,9/20/2024,400,97,10.2,391080
Sousse,2/26/2024,39.3,44,11,481.44
Gabès,12/9/2024,25.1,69,14,365.08
Sousse,6/13/2024,30,70,1.8,405.72
Sousse,7/6/2024,30.3,41,7,415.6
Sousse,2/24/2024,39.4,97,2.7,417.24
Tunis,2/6/2024,33.9,42,12,413.25
Gabès,3/6/2024,36.9,77,14.2,415.25
Nabeul,10/16/2024,14.6,,5.2,485620
Gabès,8/25/2024,30.1,49,8.6,371.45
Sfax,7/16/2024,26,100,13.2,436.09
Sousse,6/11/2024,25.4,45,17.8,451.46
Sousse,10/24/2024,24.3,65,19.5,403.93
Tunis,6/6/2024,17.7,33,9.5,382.77
Sousse,11/17/2024,17,24,2,436.48
Tunis,3/19/2024,26.5,58,2.1,475.48
Nabeul,7/21/2024,42.1,31,6.8,429.41
Gabès,3/7/2024,32.9,74,12.7,356.16
Sfax,2/4/2024,28.2,53,18.6,424.44
Sfax,5/2/2024,37,30,11.5,363.9
Nabeul,5/17/2024,40.4,84,14.6,399.62
Gabès,11/16/2024,42.8,,6.2,468.19
Tunis,2/4/2024,16.6,28,3.9,488.41
Sousse,9/27/2024,18.7,29,2.1,489.6
Sousse,2/10/2024,42,82,14.2,416.58
Sfax,6/5/2024,23.4,55,12.8,388.23
Nabeul,5/15/2024,18.5,68,16.7,351.66
Sfax,10/27/2024,20.6,20,10,420.46
Nabeul,3/25/2024,37.3,97,8.3,410.13
Gabès,8/26/2024,16.4,30,0.6,403.78
Sousse,10/30/2024,24.3,79,16.6,434.68
Sfax,4/24/2024,24.6,79,5.4,371.34
Tunis,6/5/2024,44.4,91,3.6,499.26
Tunis,10/12/2024,16.9,98,13,370810
